,Source language,Translation 1
662,"∃ x ( ∀ y Even ( a ) ∧ SameSize ( b , x ) )","there is an element x such that for all y , a is even and b is of the same size as x"
663,"( ( Large ( a ) ∧ Person ( b ) ) → ( BackOf ( b , a ) ∨ Even ( a ) ) ) → Small ( b )","if if a is large and b is a person , then b is in back of a or a is even , then b is small"
664,"∃ x ( ( SameRow ( x , x ) ∨ Small ( a ) ) ∧ ( LeftOf ( b , a ) → RightOf ( a , x ) ) )","there is an element x such that all these hold : \n\t• x is in the same row as itself or a is small \n\t• if b is to the left of a , then a is to the right of x"
665,"Larger ( a , a ) ∧ ( ( Tet ( a ) ∨ Tet ( a ) ) ∧ Person ( b ) )","all these hold : \n\t• a is larger than itself , a is a tetrahedron or a is a tetrahedron \n\t• b is a person"
666,"( ∀ x Tet ( a ) ∧ BackOf ( a , a ) ) ∨ ( Pet ( b ) → ∀ y Prime ( y ) )","at least one of these holds : \n\t• for all x , a is a tetrahedron and a is in back of itself \n\t• if b is a pet , then for all y , y is a prime"
667,¬ ∀ x ( Medium ( x ) → Large ( x ) ),"it is not the case that for all x , if x is medium , then x is large"
668,"∃ x ∀ x ( Medium ( a ) ∧ RightOf ( b , a ) )","there is an element x such that for all x , a is medium and b is to the right of a"
669,"¬ ∀ x Medium ( a ) ∨ ( ∃ y Smaller ( y , b ) ∧ ( SameShape ( c , d ) ∨ Smaller ( e , c ) ) )","it is not the case that for all x , a is medium or all these hold : \n\t• there is an element y such that y is smaller than b \n\t• c is of the same shape as d or e is smaller than c"
670,∀ x ¬ ( Large ( x ) ∨ Even ( a ) ),"for all x , it is not the case that x is large or a is even"
671,"∃ x ∃ x ¬ Larger ( x , a )",there is an element x such that there is an element x such that x is not larger than a
672,( ∀ x Pet ( x ) ∧ Large ( a ) ) ∨ Large ( a ),"at least one of these holds : \n\t• for all x , x is a pet and a is large \n\t• a is large"
673,"( ∃ x BackOf ( a , x ) ∨ ( Larger ( a , a ) ∧ Cube ( a ) ) ) → Dodec ( b )","if at least one of these holds : \n\t• there is an element x such that a is in back of x \n\t• a is larger than itself and a is a cube , then b is a dodecahedron"
674,"( ( Pet ( a ) ∨ Adjoins ( a , b ) ) → ( Small ( b ) → Tet ( a ) ) ) ∨ ∃ x ∃ y FrontOf ( a , y )","at least one of these holds : \n\t• if a is a pet or a is adjacent to b , then if b is small , then a is a tetrahedron \n\t• there is an element x such that there is an element y such that a is in front of y"
675,¬ ∀ x ∀ x Medium ( x ),"it is not the case that for all x , for all x , x is medium"
676,Dodec ( a ) ∨ Prime ( b ),a is a dodecahedron or b is a prime
677,"∃ x ( Even ( x ) ∧ RightOf ( a , x ) ) ∨ ( ¬ Tet ( b ) ∨ ( Tet ( c ) ∧ Large ( c ) ) )","at least one of these holds : \n\t• there is an element x such that x is even and a is to the right of x , b is not a tetrahedron \n\t• c is a tetrahedron and c is large"
678,∀ x ( Tet ( x ) → Person ( x ) ) ∧ ( ¬ Person ( a ) ∧ ¬ Prime ( b ) ),"every tetrahedron is a person , a is not a person and b is not a prime"
679,"∃ x ¬ ( Prime ( a ) ∧ BackOf ( b , a ) )",there is an element x such that it is not the case that a is a prime and b is in back of a
680,¬ ( Tet ( a ) ∨ ( Prime ( b ) ∧ Prime ( a ) ) ),it is not the case that at least one of these holds : \n\t• a is a tetrahedron \n\t• b is a prime and a is a prime
681,"¬ ¬ Medium ( a ) ∨ ∀ x ¬ FrontOf ( x , a )","it is not the case that a is not medium or for all x , x is not in front of a"
682,"RightOf ( a , b ) ∨ BackOf ( a , c )",a is to the right of b or in back of c
683,∀ x ∀ x ( Cube ( a ) ∧ Small ( a ) ),"for all x , for all x , a is a cube and a is small"
684,∃ x ( ∃ x Dodec ( x ) ∧ Even ( x ) ),there is an element x such that there is an element x such that x is a dodecahedron and x is even
685,"∃ x ( ( Even ( a ) ∧ Even ( x ) ) ∨ ( Person ( x ) ∨ SameSize ( a , x ) ) )","there is an element x such that a and x are even , x is a person or a is of the same size as x"
686,"∀ x ∀ y Adjoins ( x , y ) ∨ ¬ ( Medium ( a ) → Cube ( b ) )","for all x , for all y , x is adjacent to y or it is not the case that if a is medium , then b is a cube"
687,"∀ x ¬ ( SameShape ( x , a ) → Medium ( x ) )","for all x , it is not the case that if x is of the same shape as a , then x is medium"
688,"SameShape ( a , a ) → ∃ x ( LeftOf ( x , a ) ∨ Cube ( x ) )","if a is of the same shape as itself , then there is an element x such that x is to the left of a or x is a cube"
689,∃ x ( ¬ Small ( x ) ∨ ∀ y Medium ( x ) ),"there is an element x such that x is not small or for all y , x is medium"
690,"∀ x ( Person ( a ) ∧ SameRow ( x , x ) ) → ∃ y ( Medium ( y ) → Even ( b ) )","if for all x , a is a person and x is in the same row as itself , then there is an element y such that if y is medium , then b is even"
691,¬ ( ( Dodec ( a ) ∧ Large ( b ) ) ∧ ¬ Even ( b ) ),"it is not the case that a is a dodecahedron , b is large and b is not even"
692,∀ x ∃ y ( Cube ( y ) ∨ Even ( a ) ),"for all x , there is an element y such that y is a cube or a is even"
693,( Tet ( a ) ∧ Large ( b ) ) → ( Even ( c ) ∨ ( Medium ( c ) ∧ Large ( c ) ) ),"if a is a tetrahedron and b is large , then c is even or medium and large"
694,"( ¬ Medium ( a ) → ¬ Small ( a ) ) → RightOf ( a , a )","if if a is not medium , then a is not small , then a is to the right of itself"
695,"( ∀ x Small ( x ) ∨ ( Small ( a ) ∧ FrontOf ( a , b ) ) ) ∧ ∀ y ¬ Small ( b )","all these hold : \n\t• for all x , x is small or a is small and in front of b \n\t• for all y , b is not small"
696,"¬ ∃ x ( FrontOf ( a , b ) → SameSize ( c , b ) )","it is not the case that there is an element x such that if a is in front of b , then c is of the same size as b"
697,"∃ x ( ( LeftOf ( x , a ) → Small ( x ) ) → ( Small ( x ) ∧ Person ( x ) ) )","there is an element x such that if if x is to the left of a , then x is small , then x is small and x is a person"
698,¬ ( ( Even ( a ) ∨ Tet ( a ) ) → ∃ x Large ( x ) ),"it is not the case that if a is even or a is a tetrahedron , then there is an element x such that x is large"
699,"¬ Large ( a ) ∧ LeftOf ( a , a )",a is not large and a is to the left of itself
700,"∃ x ( ( Tet ( a ) → Large ( x ) ) ∨ ∃ y RightOf ( b , c ) )","there is an element x such that at least one of these holds : \n\t• if a is a tetrahedron , then x is large \n\t• there is an element y such that b is to the right of c"
701,"¬ ( ( RightOf ( a , a ) ∧ Medium ( a ) ) ∧ Adjoins ( b , a ) )","it is not the case that a is to the right of itself , a is medium and b is adjacent to a"
702,¬ Prime ( a ) → ¬ ( Student ( a ) → Medium ( b ) ),"if a is not a prime , then it is not the case that if a is a student , then b is medium"
703,¬ ( Student ( a ) ∨ ( Large ( b ) ∨ Dodec ( c ) ) ),"it is not the case that a is a student , b is large or c is a dodecahedron"
704,∃ x ∃ y ∃ x Tet ( a ),there is an element x such that there is an element y such that there is an element x such that a is a tetrahedron
705,"¬ ∃ x ∃ y RightOf ( x , y )",it is not the case that there is an element x such that there is an element y such that x is to the right of y
706,∀ x ( ∃ y Small ( a ) ∧ ( Dodec ( x ) ∨ Large ( x ) ) ),"for all x , all these hold : \n\t• there is an element y such that a is small \n\t• x is a dodecahedron or x is large"
707,∀ x ( ( Even ( a ) ∧ Prime ( a ) ) ∨ ∀ x Cube ( x ) ),"for all x , at least one of these holds : \n\t• a is even and a is a prime \n\t• for all x , x is a cube"
708,Tet ( a ) ∨ Large ( a ),a is a tetrahedron or a is large
709,¬ ∃ x ∃ y Student ( a ),it is not the case that there is an element x such that there is an element y such that a is a student
710,∃ x ∀ y ¬ Even ( x ),"there is an element x such that for all y , x is not even"
711,"∃ x ( ( Larger ( a , x ) ∨ Person ( x ) ) ∧ ∀ y Large ( x ) )","there is an element x such that all these hold : \n\t• a is larger than x or x is a person \n\t• for all y , x is large"
712,∃ x ¬ ( Medium ( x ) ∧ Small ( a ) ),there is an element x such that it is not the case that x is medium and a is small
713,"¬ ∃ x ( Person ( x ) → SameShape ( x , a ) )","it is not the case that there is an element x such that if x is a person , then x is of the same shape as a"
714,"BackOf ( a , a ) ∨ ∃ x ( SameRow ( b , x ) ∧ Student ( x ) )",a is in back of itself or there is an element x such that b is in the same row as x and x is a student
715,"∀ x ( Tet ( x ) ∧ Dodec ( x ) ) → ( ∀ x Person ( a ) ∨ ( Large ( b ) → Adjoins ( a , b ) ) )","if for all x , x is a tetrahedron and x is a dodecahedron , then at least one of these holds : \n\t• for all x , a is a person \n\t• if b is large , then a is adjacent to b"
716,∃ x ( Small ( a ) ∨ ¬ Large ( x ) ),there is an element x such that a is small or x is not large
717,"( ¬ Cube ( a ) → ( LeftOf ( b , b ) ∧ SameRow ( a , b ) ) ) ∧ ¬ ( Person ( b ) ∧ RightOf ( c , d ) )","all these hold : \n\t• if a is not a cube , then b is to the left of itself and a is in the same row as b \n\t• it is not the case that b is a person and c is to the right of d"
718,( ( Tet ( a ) ∧ Medium ( a ) ) ∧ Large ( b ) ) → ( ( Medium ( b ) ∧ Tet ( c ) ) ∨ ∃ x Tet ( d ) ),"if a is a tetrahedron , a is medium and b is large , then at least one of these holds : \n\t• b is medium and c is a tetrahedron \n\t• there is an element x such that d is a tetrahedron"
719,∃ x ∀ x ( Even ( x ) ∨ Prime ( a ) ),"there is an element x such that for all x , x is even or a is a prime"
720,∀ x ¬ ( Tet ( x ) ∨ Person ( a ) ),"for all x , it is not the case that x is a tetrahedron or a is a person"
721,"Small ( a ) ∨ ( ∀ x Tet ( x ) → ( BackOf ( b , a ) → Large ( c ) ) )","at least one of these holds : \n\t• a is small \n\t• if for all x , x is a tetrahedron , then if b is in back of a , then c is large"
722,"¬ ( LeftOf ( a , a ) ∧ Small ( b ) ) → ( SameRow ( c , a ) → ( Even ( b ) → Smaller ( d , c ) ) )","if it is not the case that a is to the left of itself and b is small , then if c is in the same row as a , then if b is even , then d is smaller than c"
723,"( ∀ x Dodec ( x ) → ( Prime ( a ) ∧ Student ( b ) ) ) → ∃ y ( Large ( y ) ∨ SameSize ( y , a ) )","if if for all x , x is a dodecahedron , then a is a prime and b is a student , then there is an element y such that y is large or of the same size as a"
724,"∀ x ( ( Medium ( x ) ∧ Smaller ( x , x ) ) ∨ ( Large ( x ) ∨ Medium ( a ) ) )","for all x , at least one of these holds : \n\t• x is medium and x is smaller than itself , x is large \n\t• a is medium"
725,"( ( Smaller ( a , a ) ∨ BackOf ( b , b ) ) ∧ Even ( c ) ) ∧ ( ¬ Pet ( c ) ∧ ∀ x Large ( a ) )","all these hold : \n\t• a is smaller than itself or b is in back of itself , c is even , c is not a pet \n\t• for all x , a is large"
726,"∃ x RightOf ( x , x )",there is an element x such that x is to the right of itself
727,( ¬ Person ( a ) ∨ ( Student ( a ) ∧ Medium ( b ) ) ) ∧ ∀ x Prime ( b ),"at least one of these holds : \n\t• a is not a person \n\t• a is a student and b is medium and for all x , b is a prime"
728,"( ( Medium ( a ) ∧ Person ( a ) ) → ∀ x BackOf ( x , a ) ) → ∀ x ∀ y Student ( a )","if if a is medium and a is a person , then for all x , x is in back of a , then for all x , for all y , a is a student"
729,"( ∀ x Student ( x ) ∨ ¬ Cube ( a ) ) ∨ ∃ y ( RightOf ( b , y ) → Small ( b ) )","for all x , x is a student , a is not a cube or there is an element y such that if b is to the right of y , then b is small"
730,"∃ x ( SameRow ( x , a ) ∨ ( FrontOf ( a , x ) ∧ Even ( x ) ) )",there is an element x such that at least one of these holds : \n\t• x is in the same row as a \n\t• a is in front of x and x is even
731,"¬ ∀ x Adjoins ( x , x ) ∨ ( ∀ x Dodec ( x ) ∨ ( LeftOf ( a , b ) ∧ Student ( c ) ) )","at least one of these holds : \n\t• it is not the case that for all x , x is adjacent to itself , for all x , x is a dodecahedron \n\t• a is to the left of b and c is a student"
732,"¬ ∀ x ∀ x SameSize ( x , a )","it is not the case that for all x , for all x , x is of the same size as a"
733,( ∀ x Medium ( a ) ∧ ∀ x Medium ( x ) ) ∧ ¬ ∀ y Student ( a ),"for all x , a is medium , for all x , x is medium and it is not the case that for all y , a is a student"
734,"∀ x ∃ x SameCol ( x , x ) ∧ ( ¬ Medium ( a ) → Small ( b ) )","all these hold : \n\t• for all x , there is an element x such that x is in the same column as itself \n\t• if a is not medium , then b is small"
735,"¬ ( ∀ x SameRow ( a , x ) ∨ ∀ x Pet ( b ) )","it is not the case that for all x , a is in the same row as x or for all x , b is a pet"
736,"( ¬ Smaller ( a , b ) ∨ ( Large ( b ) → SameRow ( a , b ) ) ) ∨ ∃ x ( Small ( c ) ∧ Tet ( x ) )","at least one of these holds : \n\t• a is not smaller than b , if b is large , then a is in the same row as b \n\t• there is an element x such that c is small and x is a tetrahedron"
737,"LeftOf ( a , b ) ∧ Cube ( c )",a is to the left of b and c is a cube
738,"¬ ( SameCol ( a , a ) ∧ Medium ( b ) ) → ( ¬ Cube ( b ) ∧ ∃ x Prime ( x ) )","if it is not the case that a is in the same column as itself and b is medium , then b is not a cube and there is an element x such that x is a prime"
739,"SameSize ( a , b ) ∧ ¬ ∀ x FrontOf ( b , b )","a is of the same size as b and it is not the case that for all x , b is in front of itself"
740,"∀ x ( Medium ( a ) → FrontOf ( x , x ) ) ∧ ∀ x ( Dodec ( x ) ∨ Tet ( x ) )","for all x , if a is medium , then x is in front of itself and for all x , x is a dodecahedron or x is a tetrahedron"
741,"∃ x ¬ ( SameSize ( a , x ) → Smaller ( x , x ) )","there is an element x such that it is not the case that if a is of the same size as x , then x is smaller than itself"
742,∃ x ( ∀ y Person ( x ) ∧ ∃ z Even ( a ) ),"there is an element x such that for all y , x is a person and there is an element z such that a is even"
743,( Large ( a ) ∧ Even ( a ) ) ∧ ¬ ∀ x Even ( b ),"a is large , a is even and it is not the case that for all x , b is even"
744,∃ x ∃ y ∀ y Medium ( y ),"there is an element x such that there is an element y such that for all y , y is medium"
745,"∃ x ( ¬ Medium ( x ) ∨ ( RightOf ( a , a ) ∨ BackOf ( x , x ) ) )","there is an element x such that x is not medium , a is to the right of itself or x is in back of itself"
746,∀ x ∀ y ( Small ( a ) ∨ Even ( y ) ),"for all x , for all y , a is small or y is even"
747,"∀ x ( ∃ x Smaller ( a , b ) → ( Prime ( x ) ∨ Small ( c ) ) )","for all x , if there is an element x such that a is smaller than b , then x is a prime or c is small"
748,"∀ x ( ∃ x Cube ( x ) → ( Medium ( a ) → BackOf ( x , x ) ) )","for all x , if there is an element x such that x is a cube , then if a is medium , then x is in back of itself"
749,"¬ ( ( SameCol ( a , b ) ∧ Even ( b ) ) ∨ ( Pet ( b ) ∧ Even ( c ) ) )",it is not the case that at least one of these holds : \n\t• a is in the same column as b and b is even \n\t• b is a pet and c is even
750,¬ ∀ x Prime ( x ) ∨ ( Person ( a ) ∧ ¬ Small ( b ) ),"at least one of these holds : \n\t• it is not the case that for all x , x is a prime \n\t• a is a person and b is not small"
751,"∀ x ( ( Even ( a ) ∨ BackOf ( b , c ) ) → ( Pet ( b ) ∨ Small ( x ) ) )","for all x , if a is even or b is in back of c , then b is a pet or x is small"
752,"∀ x ( ∃ y FrontOf ( a , y ) ∨ ( RightOf ( x , x ) → Even ( b ) ) )","for all x , at least one of these holds : \n\t• there is an element y such that a is in front of y \n\t• if x is to the right of itself , then b is even"
753,"∃ x ∃ y Cube ( y ) → ¬ ( Pet ( a ) → Smaller ( a , a ) )","if there is an element x such that there is an element y such that y is a cube , then it is not the case that if a is a pet , then a is smaller than itself"
754,∀ x ( ∃ y Dodec ( x ) ∧ ¬ Medium ( a ) ),"for all x , there is an element y such that x is a dodecahedron and a is not medium"
755,¬ ( Prime ( a ) → ( Prime ( b ) ∧ Tet ( c ) ) ),"it is not the case that if a is a prime , then b is a prime and c is a tetrahedron"
756,"¬ ( FrontOf ( a , b ) ∧ Large ( c ) ) → SameCol ( c , c )","if it is not the case that a is in front of b and c is large , then c is in the same column as itself"
757,∀ x ∀ x ( Large ( a ) ∧ Dodec ( x ) ),"for all x , for all x , a is large and x is a dodecahedron"
758,"∃ x FrontOf ( x , x ) ∧ Person ( a )",there is an element x such that x is in front of itself and a is a person
759,"∀ x ¬ ( RightOf ( x , a ) ∧ Prime ( x ) )","for all x , it is not the case that x is to the right of a and x is a prime"
760,¬ ∀ x ∃ y Dodec ( y ),"it is not the case that for all x , there is an element y such that y is a dodecahedron"
761,"∃ x ( ∀ y Even ( a ) ∨ ¬ RightOf ( b , c ) )","there is an element x such that for all y , a is even or b is not to the right of c"
762,"∃ x ( Smaller ( x , x ) ∨ ( LeftOf ( a , a ) → Medium ( a ) ) )","there is an element x such that at least one of these holds : \n\t• x is smaller than itself \n\t• if a is to the left of itself , then a is medium"
763,∃ x ∀ y ( Small ( a ) ∧ Prime ( a ) ),"there is an element x such that for all y , a is small and a is a prime"
764,( ∀ x Medium ( x ) ∨ Prime ( a ) ) ∧ ¬ ¬ Cube ( a ),"all these hold : \n\t• for all x , x is medium or a is a prime \n\t• it is not the case that a is not a cube"
765,( ( Dodec ( a ) → Student ( a ) ) ∧ ( Prime ( b ) → Medium ( a ) ) ) ∨ Tet ( c ),"all these hold : \n\t• if a is a dodecahedron , then a is a student \n\t• if b is a prime , then a is medium or c is a tetrahedron"
766,"∀ x ∃ x ¬ LeftOf ( x , x )","for all x , there is an element x such that x is not to the left of x"
767,∃ x ∃ y Even ( a ) ∧ ∀ y Cube ( y ),"there is an element x such that there is an element y such that a is even and for all y , y is a cube"
768,¬ ∃ x Cube ( a ) ∨ ∀ y ( Even ( y ) ∧ Small ( y ) ),"it is not the case that there is an element x such that a is a cube or for all y , y is even and small"
769,"∃ x ∃ x ( FrontOf ( x , a ) ∨ RightOf ( x , x ) )",there is an element x such that there is an element x such that x is in front of a or x is to the right of itself
770,"SameSize ( a , b ) → ∃ x ¬ Prime ( x )","if a is of the same size as b , then there is an element x such that x is not a prime"
771,"Tet ( a ) ∨ ( ∀ x Even ( x ) → Smaller ( b , c ) )","at least one of these holds : \n\t• a is a tetrahedron \n\t• if for all x , x is even , then b is smaller than c"
772,¬ ( ( Prime ( a ) ∧ Pet ( a ) ) ∧ Tet ( b ) ),"it is not the case that a is a prime , a is a pet and b is a tetrahedron"
773,"∀ x ¬ ( Person ( a ) → BackOf ( x , x ) )","for all x , it is not the case that if a is a person , then x is in back of itself"
774,¬ ∃ x ( Medium ( x ) ∨ Large ( x ) ),it is not the case that there is an element x such that x is medium or large
775,¬ ∃ x Small ( x ) ∧ Large ( a ),it is not the case that there is an element x such that x is small and a is large
776,"SameRow ( a , b ) ∧ Even ( b )",a is in the same row as b and b is even
777,∃ x ∀ y ∃ y Cube ( a ),"there is an element x such that for all y , there is an element y such that a is a cube"
778,"( Pet ( a ) ∨ ( Small ( a ) ∧ BackOf ( a , a ) ) ) → ∃ x ∃ x Person ( a )","if at least one of these holds : \n\t• a is a pet \n\t• a is small and a is in back of itself , then there is an element x such that there is an element x such that a is a person"
779,"∃ x ( ∃ y Smaller ( x , a ) ∨ ¬ Large ( x ) )",there is an element x such that there is an element y such that x is smaller than a or x is not large
780,"¬ ∀ x SameCol ( x , x ) ∨ Smaller ( a , b )","it is not the case that for all x , x is in the same column as itself or a is smaller than b"
781,"¬ ( ¬ FrontOf ( a , a ) ∧ ( Person ( a ) → SameRow ( b , a ) ) )","it is not the case that all these hold : \n\t• a is not in front of a \n\t• if a is a person , then b is in the same row as a"
782,"∀ x ( Smaller ( a , x ) ∧ Cube ( x ) ) ∧ ∀ x ∀ x SameShape ( x , x )","for all x , a is smaller than x and x is a cube and for all x , for all x , x is of the same shape as itself"
783,∀ x ¬ ( Even ( x ) → Medium ( a ) ),"for all x , it is not the case that if x is even , then a is medium"
784,"∃ x ( Medium ( x ) → Larger ( a , x ) ) ∨ Small ( b )","there is an element x such that if x is medium , then a is larger than x or b is small"
785,∀ x Even ( x ) → Large ( a ),"if for all x , x is even , then a is large"
786,∃ x ¬ ( Large ( a ) ∧ Medium ( x ) ),there is an element x such that it is not the case that a is large and x is medium
787,"∃ x ( ( Cube ( x ) → SameCol ( a , x ) ) ∧ ( Small ( b ) → Person ( x ) ) )","there is an element x such that all these hold : \n\t• if x is a cube , then a is in the same column as x \n\t• if b is small , then x is a person"
788,"∃ x ∀ x ( SameRow ( a , x ) ∨ Small ( x ) )","there is an element x such that for all x , a is in the same row as x or x is small"
789,"∃ x Prime ( a ) → ¬ ∀ y Larger ( a , y )","if there is an element x such that a is a prime , then it is not the case that for all y , a is larger than y"
790,"¬ ( Student ( a ) → ¬ SameSize ( a , a ) )","it is not the case that if a is a student , then a is not of the same size as a"
791,∃ x ∃ y ( Cube ( x ) → Student ( a ) ),"there is an element x such that there is an element y such that if x is a cube , then a is a student"
792,∀ x ( Large ( x ) → ¬ Even ( x ) ),"for all x , if x is large , then x is not even"
793,"¬ ∃ x Person ( a ) → ∀ x ( Dodec ( x ) → Smaller ( x , a ) )","if it is not the case that there is an element x such that a is a person , then every dodecahedron is smaller than a"
794,"( ∀ x Student ( x ) → ( SameRow ( a , a ) ∧ Small ( a ) ) ) ∨ Smaller ( b , b )","at least one of these holds : \n\t• if for all x , x is a student , then a is in the same row as itself and a is small \n\t• b is smaller than itself"
795,∀ x ( Small ( a ) ∨ Tet ( b ) ) → Cube ( c ),"if for all x , a is small or b is a tetrahedron , then c is a cube"
796,"¬ ∃ x SameRow ( a , a ) ∨ ∃ x ( Tet ( b ) → SameShape ( c , x ) )","it is not the case that there is an element x such that a is in the same row as itself or there is an element x such that if b is a tetrahedron , then c is of the same shape as x"
797,"∀ x ( SameSize ( a , a ) ∨ Cube ( a ) ) → ∀ y ( Small ( y ) ∧ Person ( y ) )","if for all x , a is of the same size as itself or a is a cube , then for all y , y is small and y is a person"
798,"∃ x ( ¬ Prime ( x ) ∨ ( Even ( a ) ∧ SameShape ( a , x ) ) )",there is an element x such that x is not a prime or a is even and of the same shape as x
799,"( ∀ x Large ( a ) ∨ ( SameSize ( a , b ) → Large ( b ) ) ) ∨ ∃ y ¬ Prime ( y )","at least one of these holds : \n\t• for all x , a is large , if a is of the same size as b , then b is large \n\t• there is an element y such that y is not a prime"
800,¬ ∃ x ( Small ( a ) ∧ Pet ( b ) ),it is not the case that there is an element x such that a is small and b is a pet
801,"¬ ∀ x Student ( a ) ∧ ( ¬ Small ( a ) ∧ LeftOf ( b , c ) )","it is not the case that for all x , a is a student , a is not small and b is to the left of c"
802,"∃ x ( ∀ x Large ( a ) ∨ ( Small ( a ) ∧ LeftOf ( b , b ) ) )","there is an element x such that at least one of these holds : \n\t• for all x , a is large \n\t• a is small and b is to the left of itself"
803,"∀ x ( ∀ x Smaller ( x , x ) ∨ ( Student ( x ) → Small ( x ) ) )","for all x , at least one of these holds : \n\t• for all x , x is smaller than itself \n\t• if x is a student , then x is small"
804,"Dodec ( a ) → ¬ ( Tet ( b ) ∧ RightOf ( c , d ) )","if a is a dodecahedron , then it is not the case that b is a tetrahedron and c is to the right of d"
805,"∀ x ¬ ( Prime ( a ) ∨ BackOf ( b , c ) )","for all x , it is not the case that a is a prime or b is in back of c"
806,"∃ x ( Dodec ( x ) ∨ SameSize ( x , x ) ) → ¬ ∀ y Person ( y )","if there is an element x such that x is a dodecahedron or x is of the same size as itself , then it is not the case that for all y , y is a person"
807,"∀ x FrontOf ( a , b )","for all x , a is in front of b"
808,¬ ( Prime ( a ) ∧ ( Large ( a ) → Medium ( a ) ) ),"it is not the case that all these hold : \n\t• a is a prime \n\t• if a is large , then a is medium"
809,"∀ x BackOf ( x , a ) → ( SameRow ( a , a ) → ( Medium ( a ) ∧ Prime ( b ) ) )","if for all x , x is in back of a , then if a is in the same row as itself , then a is medium and b is a prime"
810,¬ ∃ x ∀ x Even ( x ),"it is not the case that there is an element x such that for all x , x is even"
811,"∀ x FrontOf ( x , a )","for all x , x is in front of a"
812,"∃ x ∃ x ∀ x FrontOf ( x , x )","there is an element x such that there is an element x such that for all x , x is in front of itself"
813,"( Large ( a ) ∨ ∀ x FrontOf ( a , x ) ) ∧ ∀ y ¬ Prime ( y )","all these hold : \n\t• a is large or for all x , a is in front of x \n\t• for all y , y is not a prime"
814,"( ∃ x Person ( x ) ∧ ( SameSize ( a , b ) ∨ Adjoins ( c , d ) ) ) → Person ( e )","if all these hold : \n\t• there is an element x such that x is a person \n\t• a is of the same size as b or c is adjacent to d , then e is a person"
815,"∀ x ( ( Dodec ( x ) ∧ SameRow ( x , x ) ) ∧ Small ( x ) )","for all x , x is a dodecahedron , x is in the same row as itself and x is small"
816,"Small ( a ) ∧ ( ( BackOf ( a , a ) → BackOf ( b , c ) ) ∧ ∀ x Tet ( d ) )","all these hold : \n\t• a is small , if a is in back of itself , then b is in back of c \n\t• for all x , d is a tetrahedron"
817,"¬ ∃ x ( Adjoins ( x , a ) ∧ FrontOf ( x , x ) )",it is not the case that there is an element x such that x is adjacent to a and x is in front of itself
818,"¬ ( ( Medium ( a ) ∨ Adjoins ( b , b ) ) ∨ ( Large ( b ) ∧ Large ( c ) ) )","it is not the case that a is medium , b is adjacent to itself or b and c are large"
819,"¬ ( BackOf ( a , b ) → Even ( c ) ) ∨ ( ∀ x Small ( c ) ∨ ∀ x Cube ( x ) )","it is not the case that if a is in back of b , then c is even , for all x , c is small or for all x , x is a cube"
820,"∃ x ( ∃ x Pet ( x ) → ∃ x LeftOf ( a , x ) )","there is an element x such that if there is an element x such that x is a pet , then there is an element x such that a is to the left of x"
821,"¬ ∀ x ( Larger ( x , x ) ∧ FrontOf ( a , x ) )","it is not the case that for all x , x is larger than itself and a is in front of x"
822,"∃ x ( ( Medium ( x ) → RightOf ( x , x ) ) ∧ Person ( a ) )","there is an element x such that all these hold : \n\t• if x is medium , then x is to the right of itself \n\t• a is a person"
823,∃ x ¬ ( Medium ( x ) ∧ Even ( x ) ),there is an element x such that it is not the case that x is medium and even
824,"¬ ( ∃ x Larger ( x , a ) ∧ ( Adjoins ( a , b ) ∨ Adjoins ( b , c ) ) )",it is not the case that all these hold : \n\t• there is an element x such that x is larger than a \n\t• a is adjacent to b or b is adjacent to c
825,∀ x ∀ y ( Tet ( y ) ∧ Tet ( a ) ),"for all x , for all y , y is a tetrahedron and a is a tetrahedron"
826,"SameRow ( a , a ) ∧ ∃ x ∃ x Medium ( x )",a is in the same row as itself and there is an element x such that there is an element x such that x is medium
827,"RightOf ( a , b ) ∧ Small ( b )",a is to the right of b and b is small
828,"( ( Dodec ( a ) ∨ Large ( b ) ) ∨ ∃ x LeftOf ( b , a ) ) ∧ ∃ x ( Tet ( a ) → Small ( x ) )","all these hold : \n\t• a is a dodecahedron , b is large or there is an element x such that b is to the left of a \n\t• there is an element x such that if a is a tetrahedron , then x is small"
829,∀ x ( ∀ x Dodec ( a ) ∧ ( Prime ( x ) ∨ Even ( x ) ) ),"for all x , all these hold : \n\t• for all x , a is a dodecahedron \n\t• x is a prime or x is even"
830,∃ x ∃ y ¬ Student ( y ),there is an element x such that there is an element y such that y is not a student
831,∀ x ( ¬ Even ( a ) → ¬ Even ( x ) ),"for all x , if a is not even , then x is not even"
832,¬ ∃ x ∃ x Large ( a ),it is not the case that there is an element x such that there is an element x such that a is large
833,"( ∃ x Student ( x ) ∧ ( Smaller ( a , a ) ∨ SameCol ( a , b ) ) ) → ∀ x ∀ x Prime ( a )","if all these hold : \n\t• there is an element x such that x is a student \n\t• a is smaller than itself or a is in the same column as b , then for all x , for all x , a is a prime"
834,"∃ x ¬ Large ( x ) ∧ ( BackOf ( a , b ) → ¬ Larger ( c , a ) )","all these hold : \n\t• there is an element x such that x is not large \n\t• if a is in back of b , then c is not larger than a"
835,"¬ ( Large ( a ) ∨ Larger ( b , c ) ) ∨ Medium ( c )",it is not the case that a is large or b is larger than c or c is medium
836,¬ ∀ x ( Even ( a ) → Prime ( a ) ),"it is not the case that for all x , if a is even , then a is a prime"
